HC16,HC13,HC06,HC03,RRMS18,RRMS16,SPMS10,SPMS03
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
415,380,419,522,395,387,283,321
26,28,28,31,28,30,17,14
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
1,1,2,6,0,6,3,3
2,3,1,6,4,1,3,0
908,762,692,703,596,776,832,610
0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,3
1043,961,1100,1363,1099,946,700,804
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
140,161,98,120,144,148,130,136
50,38,28,36,54,46,46,33
0,0,0,0,0,0,0,0
0,0,0,1,0,0,2,3
0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0
54,94,53,89,118,70,45,91
42,64,65,88,62,61,39,57
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,3,0,0,3,1,0
0,0,0,2,0,0,0,0
27,20,15,8,13,29,28,20
0,0,0,0,0,0,0,0
340,232,141,198,243,271,272,204
0,0,0,0,0,0,0,0
5258,5290,4755,5281,5443,5385,4548,4597
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
30,42,33,28,25,32,36,26
0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
1,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0
16,19,19,62,36,22,24,29
0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0
20,37,17,30,34,20,37,33
4,1,3,10,2,2,5,2
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
908,938,836,999,965,1043,804,758
0,0,0,0,0,0,0,0
0,1,0,3,2,2,0,1
1453,1527,1520,1308,1432,1930,1774,2196
0,0,0,1,0,0,2,0
0,0,0,0,1,0,0,0
8,7,3,18,8,14,13,8
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
25,12,16,27,22,7,1,7
0,0,0,0,0,0,0,0
0,0,2,0,0,0,0,0
4,3,4,3,2,3,1,2
13,19,14,8,14,12,10,11
0,2,4,1,4,1,6,0
9,5,1,5,9,3,5,4
0,0,0,0,0,0,0,0
5755,7615,5911,3640,5419,7691,7597,7332
0,0,0,0,0,0,0,0
25,8,2,10,3,5,5,6
14,15,7,14,17,6,8,2
0,0,0,0,0,0,0,0
0,8,1,0,6,3,3,3
341,251,263,386,303,472,93,301
64,44,57,55,36,17,17,29
0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0
718,773,757,815,795,711,657,766
12,16,22,8,12,4,14,7
1,1,0,1,0,4,3,0
1160,1199,1095,1403,1179,1183,1032,1098
273,333,465,495,377,323,238,222
1,3,1,1,0,0,0,0
0,0,0,0,0,0,0,0
1,3,3,7,12,8,5,12
2,4,1,1,11,1,1,4
2,2,0,0,2,0,0,0
0,0,0,0,0,0,0,0
0,1,1,1,3,0,1,1
28,54,41,45,79,31,34,36
0,0,0,0,0,0,0,0
31,45,56,54,139,41,78,67
0,0,0,0,0,0,0,0
4,2,1,1,1,3,0,2
0,0,0,0,0,0,0,0
3,1,3,2,3,1,1,2
0,0,0,0,0,0,0,0
2,1,4,2,2,4,0,9
269,655,524,378,507,528,883,861
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
1,0,8,0,16,2,4,7
4081,4805,3942,4197,4943,4842,4665,4624
0,0,0,0,0,0,0,0
11,7,9,5,3,4,4,7
0,0,0,0,0,0,0,0
2,0,4,4,6,2,3,1
1,1,1,0,0,0,0,1
0,3,0,0,0,0,0,1
7,27,11,23,10,16,13,9
0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0
1,0,0,0,0,3,0,21
2,3,1,0,0,0,2,1
615,658,642,915,709,674,540,544
0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0
0,0,0,2,0,1,0,0
2,3,14,12,14,15,4,30
1,2,1,2,2,4,0,4
0,0,0,0,0,0,0,0
0,0,0,1,1,0,0,0
498,53,87,127,162,321,165,115
25,16,13,15,15,14,14,18
543,577,596,776,832,585,395,475
1548,1891,1980,1981,1809,2116,1557,1467
24,14,16,18,16,31,16,24
0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
93,32,20,12,14,18,19,28
0,0,0,0,0,0,0,0
0,3,0,1,1,0,0,0
141,151,196,245,248,158,139,162
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
11,15,15,13,21,11,12,1
15,17,21,36,44,27,16,15
1855,1937,1641,2116,2116,1835,1429,1680
406,410,391,486,423,354,330,377
0,0,0,0,0,0,0,0
675,683,666,776,633,681,606,457
0,0,0,0,0,0,0,0
993,1042,910,1117,1062,1032,969,927
15,12,11,24,16,14,5,9
1877,1937,1829,2278,2059,1692,1438,1530
958,1093,988,1363,1235,911,722,861
8,1,10,4,9,8,4,10
0,0,0,0,0,0,0,0
1448,1468,1429,1807,1669,1577,1383,1399
140,139,132,166,158,131,137,92
2258,2070,2286,3227,2769,2381,2094,2391
2,5,12,5,8,6,10,7
1773,2068,1866,2566,2258,1838,1239,1515
12753,13399,11506,15756,14292,13671,10277,10181
525,572,511,758,549,543,574,502
3,1,1,6,2,3,5,2
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
150,129,112,157,101,88,118,87
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
9406,10104,8638,11244,9844,9663,8700,8474
263,344,407,619,312,274,271,297
1885,1919,1719,2253,1924,1761,1666,1516
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,1,2,1,0,1,0
0,0,3,1,0,1,3,0
6888,7644,7284,8222,8511,8150,7149,6373
0,0,0,0,0,0,0,0
2401,2357,1893,2676,1844,2020,1870,1533
2422,3084,2906,3395,3197,2636,2551,2631
2,3,4,5,7,1,2,0
0,0,0,0,0,0,0,0
0,0,1,5,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
3,6,2,0,1,1,0,0
0,0,0,0,0,0,0,0
62,93,63,53,63,66,47,95
0,1,0,0,0,0,0,1
2,1,2,3,0,1,0,0
0,0,0,0,0,0,0,0
0,2,0,0,0,1,0,0
1,0,0,0,0,0,0,0
14,10,10,16,6,3,4,10
2,2,0,0,2,1,3,2
0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0
17,21,15,26,13,20,30,20
1,0,0,0,0,0,0,0
234,338,347,167,224,194,231,288
144,171,195,269,213,149,112,145
886,823,828,899,894,753,997,764
2150,2121,3137,3299,2597,2165,1861,1891
8621,9611,8341,9328,10291,9333,9277,9196
0,0,0,0,0,2,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1
104,139,189,210,246,191,108,162
4917,5736,4214,5497,6471,8379,10450,6754
7,2,1,0,3,3,1,2
0,0,0,0,0,0,0,0
589,619,609,616,648,742,693,739
592,891,756,637,786,623,856,726
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
1,0,1,0,0,0,1,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0
2,2,2,2,1,0,0,2
3,2,10,3,5,0,2,3
0,0,0,0,0,0,0,0
4,8,7,19,10,3,0,4
0,0,0,0,0,0,0,0
438,457,436,611,767,595,319,439
0,0,0,0,0,0,0,0
0,1,2,4,2,4,0,4
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,2,0,0,0,0
51,69,59,33,108,64,25,17
35,43,45,60,81,43,30,39
0,0,0,0,0,0,0,0
15,0,29,17,10,13,1,5
544,412,347,271,669,483,386,455
374,463,448,510,522,397,236,414
0,0,4,6,1,0,0,5
0,0,0,0,1,0,0,0
6,1,4,5,4,1,0,7
0,0,0,0,0,0,0,0
90,92,119,133,189,96,88,108
5,3,2,3,5,4,6,4
54,63,37,132,54,47,37,58
5,29,2,8,10,6,9,4
0,0,0,0,0,0,0,0
456,502,490,522,607,673,754,761
0,0,0,1,0,0,0,0
101,134,152,359,177,100,40,75
42,41,29,45,39,33,41,28
2,0,0,0,0,0,0,0
0,1,0,2,0,0,0,0
255,240,135,229,250,236,150,142
23,24,15,25,25,15,10,10
417,448,543,646,501,400,226,322
0,0,0,0,0,0,0,0
455,611,876,971,701,498,455,533
354,397,624,617,463,426,209,358
53,81,67,178,78,99,58,61
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
347,389,885,1110,603,457,313,621
1016,1100,1570,1998,1642,1050,773,1044
205,232,430,535,341,208,131,297
5338,4851,4590,5958,5408,5317,3445,3762
0,0,0,0,0,0,0,1
250,239,155,150,296,298,199,252
88,88,129,145,102,53,39,107
102,66,92,115,87,49,44,76
91,120,121,290,147,82,75,143
400,545,751,660,682,292,375,655
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
63,88,97,232,108,55,42,107
0,0,0,0,0,0,0,0
517,575,584,660,697,623,568,511
0,0,4,0,0,1,0,1
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,3,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
36,46,94,133,80,62,16,51
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,4,1,1
33,33,24,31,31,27,11,30
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
15,11,5,14,9,10,9,10
3,2,2,0,0,3,1,0
1,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0
1,0,0,0,0,0,1,0
7,4,3,13,12,10,6,7
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0
0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0
3581,3473,3792,3549,4730,5117,3888,3859
4,15,7,12,16,8,9,7
0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0
3,0,1,8,5,0,0,3
0,0,0,0,0,0,1,0
27,29,24,43,49,46,21,38
49,27,64,61,52,44,39,31
0,0,0,0,1,0,0,0
200,279,210,291,333,297,141,208
0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0
3,1,5,4,2,0,8,4
0,0,0,1,1,1,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
1745,1957,1869,2455,2126,1746,1664,1788
1709,1572,1480,1292,1517,1620,1493,1443
0,0,0,1,0,0,0,0
6,7,6,8,9,4,5,2
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
566,599,550,725,598,511,531,522
4981,4225,5342,3902,3671,5127,2973,4296
495,594,601,798,764,504,377,541
0,0,0,3,0,0,0,0
484,500,512,692,590,512,447,383
6,3,4,3,0,2,0,0
401,598,503,596,644,535,332,488
151,180,184,227,156,161,125,132
361,414,420,562,585,412,384,429
404,383,422,450,341,329,279,329
0,1,0,0,0,0,0,0
0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0
350,364,373,448,428,362,332,333
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
4543,4567,4806,4782,5097,5308,5861,3864
0,0,0,1,0,3,0,0
2,13,3,7,2,3,11,10
0,0,0,0,0,0,0,0
0,2,0,0,0,0,0,0
0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0
47,34,39,40,47,46,43,41
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0
52,49,59,96,65,47,54,57
0,0,0,0,0,1,0,0
0,0,0,0,1,0,1,0
128,101,143,183,144,139,100,126
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,1,1,0,0,0,0
1,1,0,4,0,1,0,1
0,0,0,0,0,2,0,0
1231,1044,1069,971,878,1047,1070,955
1,0,1,3,1,0,0,2
677,707,890,921,878,558,429,647
0,0,0,0,0,0,0,0
648,592,586,767,674,554,394,498
15,8,12,7,5,13,30,10
569,325,502,340,510,689,634,703
2,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
72,132,139,107,140,112,57,111
407,487,512,754,467,442,336,402
707,742,802,1139,883,734,459,586
0,0,0,0,0,0,0,0
6764,7208,6213,6206,6168,7925,6681,6204
1645,1429,1640,1165,1994,1640,1630,1694
5388,3859,5026,2836,5611,6102,6288,5478
0,0,0,0,0,0,0,1
35,40,43,40,28,26,39,35
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,5,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
1,3,4,6,4,3,0,2
1,0,0,0,0,0,0,0
3,7,3,3,4,2,0,3
26,14,14,35,14,9,4,14
1,0,0,0,1,0,0,0
0,3,1,3,6,0,1,1
0,0,0,0,0,0,0,0
0,0,0,0,1,2,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
361,430,308,434,465,365,218,271
134,180,182,243,196,242,165,159
337,391,357,431,429,363,273,355
372,473,360,505,553,403,309,352
2898,2248,2271,2274,2448,2643,2555,2230
3,1,2,7,2,4,2,4
1,2,2,4,4,2,0,5
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0
0,1,0,0,1,2,0,0
1,4,1,0,2,1,0,0
0,0,2,0,0,2,0,0
1050,1032,1043,1225,906,814,791,775
30,16,28,34,27,23,12,16
3,4,0,4,3,1,3,2
0,1,2,3,1,0,0,0
0,0,3,0,0,0,0,1
0,0,0,0,0,0,0,0
2,4,8,9,8,10,1,7
1923,2236,1984,1853,1796,1662,1465,1986
0,0,0,0,0,0,0,0
0,0,2,1,1,2,3,0
0,0,0,0,0,0,0,0
932,793,963,1263,884,593,542,586
452,448,373,709,458,355,387,323
2,2,2,7,9,6,1,2
0,0,0,0,0,0,0,1
0,0,0,1,0,0,0,0
0,2,0,1,1,1,0,0
0,1,0,0,0,1,1,0
0,1,5,7,2,0,2,4
0,0,0,0,0,0,0,0
111,112,151,179,122,141,103,126
0,0,0,0,0,0,0,0
0,2,1,1,3,0,1,0
1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,1,1,1,0,0,0
0,0,0,0,0,0,0,0
21,11,9,5,7,7,25,16
627,667,633,782,658,624,530,597
195,62,193,91,80,180,140,84
0,0,0,0,0,0,0,0
22,16,11,34,18,14,9,12
164,162,125,227,128,167,93,112
23,19,33,25,20,25,16,17
1,0,0,0,0,2,0,0
72,66,50,59,66,67,37,34
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
325,365,272,391,325,298,220,311
0,0,0,0,0,0,0,0
282,283,279,336,321,228,196,202
0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0
57,38,36,59,56,56,34,30
0,0,0,0,0,0,0,3
18,13,113,37,51,25,16,26
3,2,1,2,1,3,4,6
1,7,3,4,7,2,2,3
1,3,0,1,4,0,2,2
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
15,14,7,17,11,20,18,15
1,2,0,0,3,2,0,2
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0
7,11,12,21,8,3,3,2
0,1,0,5,1,3,0,4
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,4,1,7,5,0,3,2
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
104,120,115,132,115,90,72,70
0,0,0,0,0,0,0,0
1113,1124,1149,605,572,903,1288,1027
0,0,0,0,1,0,0,1
13,9,16,3,16,9,11,24
0,0,0,0,0,0,0,0
7,10,14,26,20,7,0,39
3398,4508,4413,6316,6323,4388,2875,3895
0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0
6,2,3,4,9,3,0,4
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
163,163,173,257,160,133,141,142
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
8570,10299,11827,14018,13326,10752,7315,8711
0,0,0,0,0,0,0,0
5,0,2,1,1,2,0,1
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
138,159,157,184,188,159,124,133
0,0,0,0,0,1,0,0
3990,4628,3749,5026,4700,4078,3576,3970
0,5,0,9,4,2,0,8
0,0,0,2,0,0,0,0
4365,4220,3724,3344,4308,4457,4194,4463
0,0,0,0,0,0,1,0
6508,4331,5347,5000,4613,6212,4654,5566
0,0,0,0,0,0,0,0
168,160,164,212,178,171,112,162
10,12,8,4,15,5,3,10
0,0,0,0,0,0,0,0
36,45,39,131,51,40,58,31
503,545,601,704,610,453,392,440
3,0,2,3,3,0,0,1
13,3,10,1,6,1,9,2
0,0,0,0,0,0,0,0
0,2,0,0,1,0,0,0
0,0,0,0,0,0,1,0
1,0,2,1,1,0,1,0
0,0,3,2,5,1,0,5
0,0,3,0,0,0,0,0
77,49,44,47,59,102,62,82
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
1,2,1,3,4,0,1,0
0,0,0,0,0,0,0,0
260,294,322,368,246,361,300,244
1,0,0,0,0,0,0,0
9,0,5,4,4,3,2,2
0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
526,491,469,578,601,488,294,364
0,0,0,0,0,0,0,0
0,0,0,0,0,1,1,0
0,0,0,0,0,0,0,0
1,5,6,2,3,2,1,5
286,313,308,369,345,255,189,216
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
2434,2782,2142,2569,2378,2140,1670,2630
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,1,1,1,0,0,0,0
21,22,17,26,25,19,16,15
25,37,56,28,31,39,20,41
2,1,0,0,1,4,0,3
2414,2782,3518,4426,2959,2361,1426,1881
0,0,3,0,2,0,0,0
0,0,0,0,0,0,0,0
0,0,0,2,0,0,0,2
2,2,2,1,0,0,0,3
0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0
8,5,12,11,7,7,8,6
0,0,0,0,0,0,0,0
0,1,0,0,0,1,0,0
1731,2086,1941,2384,2481,1953,1311,1509
7,10,8,7,7,5,4,4
4893,5563,4761,5662,6233,6479,5692,5527
3059,3052,3220,3208,3459,3792,3253,2704
34,20,9,26,19,53,15,21
1107,915,1147,784,1082,1153,1113,1480
0,0,0,0,1,0,0,0
0,3,3,1,0,0,0,4
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
1,2,6,6,1,2,3,5
20,20,44,18,19,21,32,18
10,10,6,6,14,7,3,5
400,389,543,380,353,194,275,393
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
31161,21587,27313,19237,21377,35407,32806,31257
27,55,48,33,44,47,44,46
0,0,0,0,1,0,0,0
0,0,0,1,0,0,0,0
610,665,608,837,827,691,616,706
88,102,98,170,105,73,67,104
0,2,3,4,5,3,0,2
0,0,0,0,0,1,0,0
50,34,71,55,89,42,18,70
0,0,0,0,0,0,0,0
0,2,0,0,0,1,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
1313,1473,1497,1703,1788,1647,1258,1502
20,17,19,53,46,23,22,18
18,39,25,44,43,32,21,22
0,0,0,0,0,0,0,0
2,7,2,5,6,0,3,0
1,4,1,4,1,0,0,2
0,0,2,1,0,0,0,0
4680,3445,4787,3315,3756,4377,4902,4535
84,215,47,84,107,64,217,69
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
14,7,4,6,9,10,5,1
0,0,0,0,0,0,0,0
3,0,3,2,2,0,3,2
34,43,40,53,71,49,136,199
239,188,266,256,281,272,174,234
11,15,12,10,6,10,8,8
661,802,663,878,961,776,600,609
6,12,5,5,3,3,6,4
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
5,0,1,1,3,6,0,3
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,1,0,3,0,0,1,0
0,0,0,0,0,0,0,0
0,0,0,0,2,0,1,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
68,49,68,38,29,38,22,24
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
123,147,100,83,138,193,233,127
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
130,127,234,241,162,142,102,115
45,54,30,24,83,21,37,29
0,0,0,0,0,0,0,0
538,614,841,757,687,563,552,563
0,0,0,0,0,0,0,0
623,737,637,844,759,690,608,664
0,0,0,0,0,0,0,0
3,2,2,1,4,6,1,9
18,8,12,4,22,15,12,14
4,1,7,1,8,5,2,2
6,6,9,12,10,9,8,9
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0
13,11,9,13,19,15,6,10
0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0
2,4,0,2,2,0,0,1
3,1,2,0,2,5,3,1
8,13,5,8,5,7,1,6
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,3,0,2,0,1,0,0
0,0,0,0,0,0,0,0
3748,4788,5272,6099,6148,4759,3516,4089
250,280,309,255,381,292,161,347
0,1,0,0,0,0,0,0
1,2,0,0,0,0,0,0
543,600,700,537,616,611,668,657
0,0,0,0,0,0,0,0
10,20,2,6,7,10,12,9
219,217,222,251,256,213,217,204
20,12,26,18,6,9,8,19
0,0,0,2,0,0,0,3
408,760,423,552,798,655,708,801
6,2,8,4,5,1,7,8
11,20,23,31,31,15,18,15
18,4,13,10,12,16,1,1
3,3,4,5,7,2,3,3
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
3,3,6,11,7,3,3,3
0,0,0,0,0,0,0,0
2391,2801,3488,3323,3281,2442,1338,2066
0,0,0,0,0,0,0,0
2,1,0,0,1,3,1,0
41,34,54,68,42,48,16,14
0,0,0,0,1,0,1,0
0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0
267,409,357,922,508,379,229,315
0,0,0,0,0,0,0,0
436,539,463,564,559,417,449,402
2,0,0,0,0,0,0,0
8,11,9,11,10,9,3,8
0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0
9,11,5,4,0,4,7,13
0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0
1358,1384,1235,1310,1440,1326,1312,1410
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
409,410,365,457,548,348,229,411
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,1,0,4,0,0,1,2
2,0,0,0,0,0,0,0
41,33,14,17,15,12,18,14
0,0,0,1,0,0,0,0
2,1,1,2,7,0,2,3
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,3,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
4,2,4,3,0,3,3,1
4,2,6,5,3,0,1,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
1616,1788,1886,1836,1839,1272,1263,1647
877,853,906,922,861,803,721,690
0,0,0,0,0,0,0,0
1257,1339,1068,1537,1230,1035,1055,1029
94,88,85,128,152,128,69,83
1440,1462,1239,1735,1480,1339,1115,1076
0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0
4671,4911,4212,4205,5872,5875,5434,5496
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
149,183,165,214,204,174,128,141
18,27,23,21,26,28,13,14
274,389,300,468,391,253,208,238
594,770,703,1087,977,749,551,602
217,228,200,266,270,210,163,145
312,373,369,415,398,365,251,309
422,466,452,547,523,368,281,324
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
2,2,0,0,0,0,0,0
81,74,59,93,72,54,47,54
258,282,273,341,317,243,169,264
0,0,0,0,0,0,0,0
25,29,27,32,30,27,20,26
17,29,28,32,30,23,19,23
1234,1412,1396,1773,1361,1038,823,989
13,8,4,6,11,6,5,1
22,16,28,20,14,12,7,10
1,0,0,0,0,0,1,0
59,82,43,70,47,47,30,53
0,1,0,0,0,1,2,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
15,12,11,16,13,12,13,11
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
1,0,0,0,0,0,1,0
33,35,36,39,63,51,19,40
0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,1
0,0,0,0,0,1,0,0
323,378,359,400,419,328,209,339
20,26,19,28,28,22,23,9
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
3351,2971,3125,2185,2772,3641,4194,3488
0,0,0,0,0,0,0,0
0,0,0,1,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0
8,8,5,11,4,6,2,5
0,0,2,2,0,6,2,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0
13,29,31,52,31,48,17,33
0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1
15,7,8,10,12,14,1,5
877,1367,951,1070,912,624,660,868
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,1,1,2,1,1,4,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
350,443,259,241,290,473,725,328
13,12,16,5,6,7,5,6
0,0,0,1,3,0,1,3
294,384,216,173,306,289,514,302
2,2,3,0,0,0,1,3
0,0,0,0,0,0,0,0
0,0,0,0,2,0,0,0
3,1,1,3,4,0,0,1
0,3,1,0,5,3,2,2
19,53,23,47,54,41,24,20
